user_name,text,hashtags,mentions
jamie_saris,@NATOFAFO There is no connection between #Ukraine and #Iraq. Not one crime of the American Empire is redeemed by le… https://t.co/VupjdPUrZM,"['Ukraine', 'Iraq']",['NATOFAFO']
jazztone35,"RT @MaimunkaNews: ‼️🇷🇺President #Putin To Award Steven Seagal The ‘Order Of Friendship’ 

The film star will receive the order for his cont…",['Putin'],['MaimunkaNews']
marianna_kyiv,"RT @BHL: Thanks @AzovstalFam &amp; @KatProkopenkoUa .
Your husbands, sons and brothers are heroes. They defended #Azovstal, saved  #Ukraine and…","['Azovstal', 'Ukraine']","['BHL', 'AzovstalFam', 'KatProkopenkoUa']"
Asiyatu4,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
Hawaii11022016,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
Ronaldo_uber,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
93Kings_,"A little advice for Putin.
Don't eat the lobster tail tonight.
#Ukraine #Putin #Russia","['Ukraine', 'Putin', 'Russia']",[]
Asiyatu4,RT @EmbassyofRussia: President #Putin: West seeks unlimited power. It spent over $150 billion on helping &amp; arming Kiev regime. According to…,['Putin'],['EmbassyofRussia']
NewsWorldcc,"And, of course, #Putin will honor the peace agreement 🙄 https://t.co/AfYtVlxc7v",['Putin'],[]
SamDjango1,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
Keds1250878727,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
ELomalli,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
Akunwata15,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
V_Nika282,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
AzovstalFam,"RT @BHL: Thanks @AzovstalFam &amp; @KatProkopenkoUa .
Your husbands, sons and brothers are heroes. They defended #Azovstal, saved  #Ukraine and…","['Azovstal', 'Ukraine']","['BHL', 'AzovstalFam', 'KatProkopenkoUa']"
DonnaGSwain,RT @TheStudyofWar: NEW: Tonight's abbreviated #Ukraine update focuses on #Putin’s attempt to avoid ordering involuntary mobilization in #Ru…,"['Ukraine', 'Putin']",['TheStudyofWar']
perlynka94,"RT @BHL: Thanks @AzovstalFam &amp; @KatProkopenkoUa .
Your husbands, sons and brothers are heroes. They defended #Azovstal, saved  #Ukraine and…","['Azovstal', 'Ukraine']","['BHL', 'AzovstalFam', 'KatProkopenkoUa']"
Robotron3000,"RT @JoWe_FBPEGlobal: 1/2
1 year after the start of the war by #Putin it's time to talk about #Heineken the #2 beer producing company in the…","['Putin', 'Heineken']",['JoWe_FBPEGlobal']
Asiyatu4,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
ThirdCity2,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
SamDjango1,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
KingDav87867913,RT @Jimsamson22: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as s…,['Putin'],['Jimsamson22']
SylvieDubreucq2,"RT @BHL: Première, in #Kyiv, of #SlavaUkraini, my film on the war in #Ukraine; in the trenches around #Kharkiv, #Bakhmut &amp; #Kherson; embedd…","['Kyiv', 'SlavaUkraini', 'Ukraine', 'Kharkiv', 'Bakhmut', 'Kherson']",['BHL']
FrankDElia7,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
rinushoogstad,"RT @WinRussiawill: This video cracks me up every time I watch it 😂

#Russia #Putin #Ukraine #Wagner #Bakhmut #UkraineRussianWar #Belarus #C…","['Russia', 'Putin', 'Ukraine', 'Wagner', 'Bakhmut', 'UkraineRussianWar', 'Belarus']",['WinRussiawill']
raging545,VIDEO of Ukrainian troops on patrol in what looks like near the centre of Bakhmut. #Ukraine #Russia #Putin… https://t.co/hBLso3J5MH,"['Ukraine', 'Russia', 'Putin']",[]
Robaby19,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
AngeliqueOdessa,"RT @BHL: Thanks, Minister #Reznikov. Humbled by your words. You embody the resistance of #Ukraine against #Putin’s fascism. This film is yo…","['Reznikov', 'Ukraine', 'Putin']",['BHL']
MarkChika94,RT @Jimsamson22: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as s…,['Putin'],['Jimsamson22']
rayuriarte6,"RT @SpeakFreely55: So Biden decided to take a walk in Ukraine with President Volodymyr Zelensky.  Talk about balls of steel.  

It's always…",[],['SpeakFreely55']
Cincinatus001,"RT @GordonGChang: So ya think supporting #Ukraine is expensive? Yes, but it’s not nearly as expensive as fighting simultaneously in #Europe…","['Ukraine', 'Europe']",['GordonGChang']
JrFerna88075033,"RT @WinRussiawill: This video cracks me up every time I watch it 😂

#Russia #Putin #Ukraine #Wagner #Bakhmut #UkraineRussianWar #Belarus #C…","['Russia', 'Putin', 'Ukraine', 'Wagner', 'Bakhmut', 'UkraineRussianWar', 'Belarus']",['WinRussiawill']
glenat_pierre,"RT @BHL: Première, in #Kyiv, of #SlavaUkraini, my film on the war in #Ukraine; in the trenches around #Kharkiv, #Bakhmut &amp; #Kherson; embedd…","['Kyiv', 'SlavaUkraini', 'Ukraine', 'Kharkiv', 'Bakhmut', 'Kherson']",['BHL']
Loretawith1T,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
MinetteJohnson,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
TheInvisibleDan,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
BumbaJimex,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
Ilsognatore13,"RT @MaimunkaNews: ‼️🇷🇺President #Putin To Award Steven Seagal The ‘Order Of Friendship’ 

The film star will receive the order for his cont…",['Putin'],['MaimunkaNews']
BumbaJimex,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
Oixani,"RT @BHL: Thanks @AzovstalFam &amp; @KatProkopenkoUa .
Your husbands, sons and brothers are heroes. They defended #Azovstal, saved  #Ukraine and…","['Azovstal', 'Ukraine']","['BHL', 'AzovstalFam', 'KatProkopenkoUa']"
MaimunkaNews,"‼️🇷🇺President #Putin To Award Steven Seagal The ‘Order Of Friendship’ 

The film star will receive the order for hi… https://t.co/uhr7xmuvyU",['Putin'],[]
Lubilu44,"@McFaul Men like Vladimir #Putin, DO NOT negotiate with #AmericanTerrorists","['Putin', 'AmericanTerrorists']",['McFaul']
Xidrivesmecrazy,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
fleurdivine3000,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
BlousyTatum,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
JamieDevlin1633,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
GeghetsikMorisi,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
ricbdc,You should have come to the demonstration in #Brussels &amp; see for yourself what people think of your friend without… https://t.co/QIEt5fhjJr,['Brussels'],[]
chekhovian13,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
Chooses_Truth,"RT @Chooses_Truth: @NATO 6/6) It’s ""CRYSTAL CLEAR NOW"" that brutal dictators like #IdiAmin &amp; #Putin were/are WEAPONS of the #British-govt,…","['IdiAmin', 'Putin', 'British']","['Chooses_Truth', 'NATO']"
abiti19s,"RT @TewoldeGali: Our civilized world had mistaken, when it reelected @AUC_MoussaFaki and @antonioguterres as #AU and #UN leaders respective…","['AU', 'UN']","['TewoldeGali', 'AUC_MoussaFaki', 'antonioguterres']"
futuredude,RT @RussianEmbassy: President #Putin: Those who plotted a new attack against #Donetsk and #Lugansk in #Donbass region understood that #Crim…,"['Putin', 'Donetsk', 'Lugansk', 'Donbass']",['RussianEmbassy']
futuredude,RT @RussianEmbassy: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just a…,['Putin'],['RussianEmbassy']
theforceofKozma,"Excellent idea to beat the #CostOfGreedCrisis #CostOfLivingCrises, tricks of the devious #landlords, inflation bust… https://t.co/wnnKy9pi8w","['CostOfGreedCrisis', 'CostOfLivingCrises', 'landlords']",[]
JessIsAStar1,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
AhsanAliNeva,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
teesrijung,RT @JungTeesri: Vladimir #Putin congratulated #Russian servicemen on the Day of Special ... https://t.co/WXo8NKBPh9 via @YouTube,"['Putin', 'Russian']","['JungTeesri', 'YouTube']"
Shaz07112,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
WeTheFury,"🇷🇺Vladimir region today, Russia

#ZelenskyWarCriminal #Zelensky #Zelensky #Zelink #Zelenskyy #UkraineWar… https://t.co/x6YiDMfKfc","['ZelenskyWarCriminal', 'Zelensky', 'Zelensky', 'Zelink', 'Zelenskyy', 'UkraineWar']",[]
RealFanRZ,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
richieedet,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
GNaomiMartin,RT @TheStudyofWar: NEW: Tonight's abbreviated #Ukraine update focuses on #Putin’s attempt to avoid ordering involuntary mobilization in #Ru…,"['Ukraine', 'Putin']",['TheStudyofWar']
RealFanRZ,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
suzysuzy849,@mfa_russia @MedvedevRussiaE @RusEmbUSA @NATO @RusBotschaft @OSCE @RusMission_EU @mission_russian @RussiaUN… https://t.co/kIIAnzN5Lr,[],"['mfa_russia', 'MedvedevRussiaE', 'RusEmbUSA', 'NATO', 'RusBotschaft', 'OSCE', 'RusMission_EU', 'mission_russian', 'RussiaUN']"
BadRemark,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
THEENDGAMEWAR1,"NWE WAR REPORTS

Russia Captures Stupky District of Bakhmut | The Fight For the Bakhmut Steel Mill Begins.… https://t.co/ZTh17pZtT6",[],[]
wavetossed,RT @hazzaLouis3: I'm expecting with anticipation the arrival of the Leopards on Russian lands! 🤣🤣🐆⛰️💣🔜🐱 #Truth #Justice #Russia #Putin http…,"['Truth', 'Justice', 'Russia', 'Putin']",['hazzaLouis3']
SharonCoryell3,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
Binyam27117955,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
AhsanAliNeva,RT @RussianEmbassy: President #Putin: Those who plotted a new attack against #Donetsk and #Lugansk in #Donbass region understood that #Crim…,"['Putin', 'Donetsk', 'Lugansk', 'Donbass']",['RussianEmbassy']
raging545,VIDEO of the view from the frontlines on the outskirts of Bakhmut. This is most likely to the South of the city… https://t.co/gwRd3i43V5,[],[]
DihoT007,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
ComradeGough,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
Horl,"RT @PaulGJK: @Dpol_un Well, I understand them completely, Dmitry Polyanskiy @Dpol_un @Dpol_un. The #MH17 mass murderer #Putin bombed their…","['MH17', 'Putin']","['PaulGJK', 'Dpol_un', 'Dpol_un', 'Dpol_un']"
GeoffDa43977399,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
edwardnjuguna18,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
Truthtellerftm,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
Moen1Rose,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
GnollsPlease,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
AngeliqueOdessa,"RT @Kiborgzzz: 27-FEB-2015  #BorisNemcov was killed in #Moscow just in front of #Putin’Z windows in #Kremlin.
He was real opposition to #Pu…","['BorisNemcov', 'Moscow', 'Putin', 'Kremlin']",['Kiborgzzz']
EastLdnStan,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
mats_data,"RT @Kiborgzzz: 27-FEB-2015  #BorisNemcov was killed in #Moscow just in front of #Putin’Z windows in #Kremlin.
He was real opposition to #Pu…","['BorisNemcov', 'Moscow', 'Putin', 'Kremlin']",['Kiborgzzz']
LeVicomtePourf1,"RT @BHL: Thanks @AzovstalFam &amp; @KatProkopenkoUa .
Your husbands, sons and brothers are heroes. They defended #Azovstal, saved  #Ukraine and…","['Azovstal', 'Ukraine']","['BHL', 'AzovstalFam', 'KatProkopenkoUa']"
WeTheFury,"🇷🇺🇷🇺 🇺🇦🇺🇦
🔥Street fight in Bakhmut by the Armed Forces of Ukraine.

#ZelenskyWarCriminal #Zelensky #Zelensky… https://t.co/fPxnPUF88k","['ZelenskyWarCriminal', 'Zelensky', 'Zelensky']",[]
jpfpenedo,"RT @BHL: Première, in #Kyiv, of #SlavaUkraini, my film on the war in #Ukraine; in the trenches around #Kharkiv, #Bakhmut &amp; #Kherson; embedd…","['Kyiv', 'SlavaUkraini', 'Ukraine', 'Kharkiv', 'Bakhmut', 'Kherson']",['BHL']
alex1_kanye,"RT @afc_nelson: Good morning League leaders.
Just 15 to go,and we will make History once again COYG 🔴⚪️💪.🤗
#premiereleague #ARSEVE #Putin #…","['premiereleague', 'ARSEVE', 'Putin']",['afc_nelson']
BobMitchell_,"Well now that #Putin has stupidly pulled out of New Start, it is a no brainer. Setting off any size nuke would mean… https://t.co/eY5Z7YDtcf",['Putin'],[]
AYsselar,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
EdTrainSociety,"A lesson for #Anglosphere #conservatives &amp; #RWNJs, careful what you wish for by supporting #Putin &amp; Russia over Ukr… https://t.co/xYBqglIIF3","['Anglosphere', 'conservatives', 'RWNJs', 'Putin']",[]
shambolicgirl,RT @WinRussiawill: China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around like…,[],['WinRussiawill']
ELLIS64153722,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
wavetossed,RT @hazzaLouis3: We all know that Mister President! And for that we are with you until the end! 🤍💙❤ #МыВместе #ZаПрезидента #Truth #Justice…,"['МыВместе', 'ZаПрезидента', 'Truth', 'Justice']",['hazzaLouis3']
alistairg3,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
oneninefive1953,"RT @TheStudyofWar: A key takeaway from this 🧵:

The specter of limitless #Russian manpower is a myth. #Putin has already been forced to mak…","['Russian', 'Putin']",['TheStudyofWar']
oneninefive1953,RT @TheStudyofWar: 2/ #Putin will face similarly difficult choices in 2023 if he persists in his determination to use military force to imp…,['Putin'],['TheStudyofWar']
oneninefive1953,"RT @TheStudyofWar: 3/ #Russia can mobilize more manpower, and #Putin will likely do so rather than give up. But the costs to Putin and Russ…","['Russia', 'Putin']",['TheStudyofWar']
SerhiiPylypenk2,"RT @PeaceLover07405: Notice to global anti-war protestors: Protest against the aggressor, #putin and his fascist #russia. https://t.co/tbCT…","['putin', 'russia']",['PeaceLover07405']
93Kings_,@UkraineDiary Roger. Putin and Putin alone is to blame for Russia's war with Ukraine. You have been watching too mu… https://t.co/kmCdUxFEdl,[],['UkraineDiary']
freewillagain,i think #putin wants to join the #footclan on @TMNT and go to jail to practice his real skills like his hockey skil… https://t.co/AyRaHYaRuZ,"['putin', 'footclan']",['TMNT']
edge_grindr,"RT @CBKNEWS121: #BILLGATES: The #Ukrainian government is one of the most #corrupt in the world

#Ukraine #Russian #UkraineRussianWar #putin…","['BILLGATES', 'Ukrainian', 'corrupt', 'Ukraine', 'Russian', 'UkraineRussianWar', 'putin']",['CBKNEWS121']
NNaranont,RT @raging545: VIDEO of a Ukrainian drone dropping a well timed grenade onto Russian troops that had apparently been hit before. #Ukraine #…,['Ukraine'],['raging545']
RenVemmelund,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
Koenraadtweet,#Putin a #pathologicalliar and #sociopath is licking ass. https://t.co/Y4l8NyZAbu,"['Putin', 'pathologicalliar', 'sociopath']",[]
maryderrickart,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
MelissaMilzman1,"RT @CBKNEWS121: #BILLGATES: The #Ukrainian government is one of the most #corrupt in the world

#Ukraine #Russian #UkraineRussianWar #putin…","['BILLGATES', 'Ukrainian', 'corrupt', 'Ukraine', 'Russian', 'UkraineRussianWar', 'putin']",['CBKNEWS121']
clarenaroux,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
JulieSnark,"RT @CBKNEWS121: #BILLGATES: The #Ukrainian government is one of the most #corrupt in the world

#Ukraine #Russian #UkraineRussianWar #putin…","['BILLGATES', 'Ukrainian', 'corrupt', 'Ukraine', 'Russian', 'UkraineRussianWar', 'putin']",['CBKNEWS121']
RFazoo,"RT @CupofJoeintheD2: Hey #GOP, the World wants to charge #Putin &amp; #Russia with War Crimes yet You continue to Worship them, Why Why Why??!!!","['GOP', 'Putin', 'Russia']",['CupofJoeintheD2']
LinoMannu,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
clarenaroux,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
ArenTMA,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
mats_data,"RT @WarFrontline: 🚨#Breaking, The first battalion of the Armed Forces of Ukraine has completed training on the operation of American M2 Bra…",['Breaking'],['WarFrontline']
wiljun59,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
ArairaSunshine,RT @BrunoBrozek: #Putin will not adhere to any negotiation results. Remember the negotiations with Chechnya. #Putin is the #Hitler of the 2…,"['Putin', 'Putin', 'Hitler']",['BrunoBrozek']
customcore7,"RT @EandPCartoons: Chris Riddell, The Guardian #Putin https://t.co/9xgnT4U3M2",['Putin'],['EandPCartoons']
Dazza_ukuk,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
cknoir,"RT @TheStudyofWar: A key takeaway from this 🧵:

The specter of limitless #Russian manpower is a myth. #Putin has already been forced to mak…","['Russian', 'Putin']",['TheStudyofWar']
FireyBalance,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
justalilloco,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
OneManAnHisMojo,"In light of the fact that #Omicron is unrelated to #Delta, it's time to revisit this evidence that points to multip… https://t.co/FJX1UivTw9","['Omicron', 'Delta']",[]
2023STAR4UA,"RT @BHL: Thanks @AzovstalFam &amp; @KatProkopenkoUa .
Your husbands, sons and brothers are heroes. They defended #Azovstal, saved  #Ukraine and…","['Azovstal', 'Ukraine']","['BHL', 'AzovstalFam', 'KatProkopenkoUa']"
VChrome144,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
MukundM92417593,"RT @kavita_krishnan: Thread: 
#Putin on Feb 1: Under guise of ""democracy &amp; freedom"" imperialist West forces the world to accept LGBT"" perve…",['Putin'],['kavita_krishnan']
WinRussiawill,China joining Russia in the conflict in Ukraine is guaranteed a loss for NATO.  NATO warmongers are running around… https://t.co/5Mo6cF1dEa,[],[]
lettywho1,Except '#ChinaPeacePlan' is not a plan to end hostilities or for #Russia to withdraw from #Ukraine. It's a 'proposa… https://t.co/JYLlr1YjI0,"['ChinaPeacePlan', 'Russia', 'Ukraine']",[]
GarnishFire,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
pollenatrix,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
superalexfs,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
dorsetnative,"RT @Kiborgzzz: 27-FEB-2015  #BorisNemcov was killed in #Moscow just in front of #Putin’Z windows in #Kremlin.
He was real opposition to #Pu…","['BorisNemcov', 'Moscow', 'Putin', 'Kremlin']",['Kiborgzzz']
BHL,"Thanks @AzovstalFam &amp; @KatProkopenkoUa .
Your husbands, sons and brothers are heroes. They defended #Azovstal, save… https://t.co/ZmaBrsxoE3",['Azovstal'],"['AzovstalFam', 'KatProkopenkoUa']"
melffunction,#Putin was counting on @realDonaldTrump winning a second term. trump would have continued dismantling @NATO &amp; gladl… https://t.co/KDjTvlwCpC,['Putin'],"['realDonaldTrump', 'NATO']"
JohannesBrouwe1,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
ConnorF83722540,@JohnEdgarCarter #Putin must pay for his #WarCrimes #PutinIsaWarCriminal https://t.co/Wy1V1zEjsz,"['Putin', 'WarCrimes', 'PutinIsaWarCriminal']",['JohnEdgarCarter']
delhi_dave,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
delhi_dave,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
howwastomorrow,"RT @WarFrontline: 🚨#Breaking, The first battalion of the Armed Forces of Ukraine has completed training on the operation of American M2 Bra…",['Breaking'],['WarFrontline']
mariojoseh555,"RT @BHL: Thanks, Minister #Reznikov. Humbled by your words. You embody the resistance of #Ukraine against #Putin’s fascism. This film is yo…","['Reznikov', 'Ukraine', 'Putin']",['BHL']
PetieGree,RT @CBKNEWS121: What's up with #Zelensky's thugs terrorizing their own citizens by strapping them to street signs &amp; pulling their pants dow…,['Zelensky'],['CBKNEWS121']
nnubia_solomon,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
TheAlte22837262,"@costakonti1 @jonnajarian Sad really, as most of those folks with flowers may have never have been bullied. 

The U… https://t.co/UofgCaDuQb",[],"['costakonti1', 'jonnajarian']"
TenthscientistA,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
MujeebR95195794,RT @SenateForeign: Today marks the somber 8th anniversary of the blatant assassination of Boris Nemstov by #Putin’s thugs. To honor his mem…,['Putin'],['SenateForeign']
